sentence,label
The acquisition is expected to take place by the end of August 2007 .,neutral
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,neutral
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive
Yakima created the position for him after emerging from economic downturns of its own .,neutral
We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',positive
"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",neutral
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive
"In Finland , 71 % of paper and paperboard is reclaimed .",neutral
According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,neutral
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,positive
"According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance .",neutral
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",positive
"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 .",neutral
Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,neutral
"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",neutral
`` Serving customers locally is one of the cornerstones of customer focus for us .,neutral
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,neutral
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",neutral
The company will issue an inaugural Eurobond deal in the near future subject to market conditions .,neutral
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,neutral
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",neutral
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative
Also Chile is an important market area for forest machine companies .,neutral
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",neutral
Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,positive
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,neutral
The business development initiatives in North America are headed by Lynn Shanahan .,neutral
The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,neutral
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",neutral
The sales price was not disclosed .,neutral
"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",neutral
Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .,neutral
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,positive
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",positive
"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",neutral
"The subscriptions increase Cargotec 's share capital by 36,780 euros .",positive
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,neutral
It is a disappointment to see the plan folded .,negative
It is the first application in the market for invoice and purchase requisition approval with a mobile device .,neutral
The turbines are expected to be launched by the end of 2012 .,neutral
"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",positive
"If needed , she provides also further information on ferry connections and hotels .",neutral
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",positive
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive
"Only L+ñnnen Tehtaat showed a loss , but it has only recently started streamlining measures .",neutral
"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",neutral
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",neutral
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",neutral
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",neutral
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",negative
The most significant challengers in the market are Logset and Sampo-Rosenlew .,neutral
Some of the lay-offs will be implemented using part-time employment contracts .,neutral
The solid fuel is heated before sludge is mixed therein . '',neutral
Public services will also be available .,neutral
Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,positive
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",neutral
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",neutral
Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,neutral
"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -¦ s shares outstanding .",neutral
The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,neutral
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral
"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",positive
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,neutral
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral
"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",positive
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",neutral
"The relocation of Ragot has already started and will be completed in the next few weeks , with the Waterqueen and Tortue moves planned for mid-2008 and VMC Europe during the third quarter of 2008 .",neutral
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",negative
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",neutral
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",neutral
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,neutral
"The final price will be specified by 14 May 2010 , the acquiring company said .",neutral
"Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market .",neutral
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",neutral
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",neutral
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,positive
The contract value amounts to EUR 2.4 million .,neutral
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",negative
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative
The issuer is solely responsible for the content of this announcement .,neutral
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",positive
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",negative
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",neutral
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,neutral
It will report full-year results on August 22 .,neutral
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive
Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,neutral
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",neutral
Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,neutral
"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",neutral
Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .,neutral
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",positive
"So far as is known , he did not sell shares that he owns personally .",neutral
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,neutral
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",positive
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive
The invention carries International Patent Publication No. .,neutral
"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",neutral
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",neutral
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",positive
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,neutral
"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral
"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",neutral
Asian traffic declined by 3.4 per cent .,negative
The ECB can mainly target inflation .,neutral
"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations .",neutral
"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .",neutral
Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,neutral
The appointments will be in force until the new CEO has been appointed .,neutral
"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",neutral
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",positive
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",neutral
"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",neutral
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,positive
Olvi expects sales and market share to increase in the first quarter of 2010 .,positive
M+ñkel+ñ is demanding a new Board for the company as well as discussions on the merger of Alma media and media company Talentum .,neutral
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,negative
"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .",neutral
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,negative
A PLUMBING business has announced it is sponsoring a professional darts player .,neutral
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,positive
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",neutral
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,neutral
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",positive
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive
The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX .,neutral
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive
"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .",positive
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",neutral
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,negative
"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive
The reduction notice applied to 17 people .,negative
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,negative
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,negative
The report will be emailed within 2 business days of an order .,neutral
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,positive
"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",neutral
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative
Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,positive
"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",neutral
"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",neutral
Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,positive
"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .",positive
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,neutral
"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral
"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",neutral
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",neutral
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",neutral
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive
The financial details of the transaction were not disclosed .,neutral
"Net sales will , however , increase from 2005 .",positive
"The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says .",positive
"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",positive
Other shareholder entitlements became effective today .,neutral
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,negative
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",positive
A total of 140 jobs will be reduced at the Raahe Steel Works .,negative
Through this transaction we are able to participate in developing the industry .,positive
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral
"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",neutral
"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .",neutral
Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .,neutral
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",neutral
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,neutral
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,neutral
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",negative
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive
These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,neutral
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",neutral
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",neutral
Small investors have voiced fears that the shares will end up with risk investors .,negative
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",negative
"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",positive
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",neutral
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",neutral
"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",neutral
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,negative
Also the traditional grapevine carries a lot of weight .,neutral
"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",positive
The dividends payable annually shall be deducted from the share subscription price .,neutral
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",neutral
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",negative
The company has 120 employees and annual sales of approximately EUR16m .,neutral
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax .",neutral
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",positive
The business section also includes Ahlstrom 's sustainability report .,neutral
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",positive
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive
"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .",neutral
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative
"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",neutral
Net profit in the same period in 2006 was (  x20ac ) 172 million .,neutral
The value of the contract is about EUR 27mn .,neutral
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",neutral
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,negative
Aspocomp has repaid its interest bearing liability to Standard Chartered Bank and will use the rest of the consideration to partially repay its interest bearing liabilities in Finland and to improve its liquidity .,positive
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',negative
"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",positive
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral
Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .,positive
The orders also include a few high-power drives for the control of seismic compressors .,neutral
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",positive
"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",positive
Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating .,neutral
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",positive
The new B shares carry the right to dividend and other shareholder rights with effect from today .,neutral
Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,positive
"In addition , MIDs are always online and enable full Internet browsing .",neutral
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",neutral
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative
- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .,neutral
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",positive
Aspo 's Group structure and business operations are developed persistently without any predefined schedules .,neutral
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",positive
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",neutral
The combined capital of these funds is expected to be EUR 100mn-150mn .,neutral
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,negative
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",neutral
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",neutral
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral
The value of orders on hand totaled EUR 237.1 mn .,neutral
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,positive
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",negative
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",neutral
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,negative
We offer our customers solutions based on renewable raw materials .,neutral
"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",neutral
The objective of the planned measures is to achieve significant savings in the next few years .,positive
No other ev3 devices were involved in this action .,neutral
The Efore plant at Saarijarvi in central Finland is one of the largest employers in the region .,neutral
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",negative
The company expects to open its first online shop in the US in the summer in 2011 .,neutral
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,neutral
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,neutral
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",neutral
"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",neutral
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,positive
"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .",neutral
One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,neutral
M. and a Master of Business Administration MBA .,neutral
"The opportunity will be available only for few employees , however .",neutral
The value of the order is EUR 2.5 mn .,neutral
